,Date,Open,High,Low,Close,Volume
0,7-Apr-17,42.89,43.18,42.71,43.04,4861189
1,6-Apr-17,42.9,43.0,42.72,42.9,5395420
2,5-Apr-17,42.83,43.34,42.74,42.89,5292287
3,4-Apr-17,42.74,42.74,42.26,42.72,4681835
4,3-Apr-17,43.2,43.3,42.51,42.63,7772986
5,31-Mar-17,43.44,43.48,43.01,43.02,5177925
6,30-Mar-17,43.15,43.8,43.0,43.54,5691682
7,29-Mar-17,43.15,43.3,42.96,43.24,3951121
8,28-Mar-17,42.87,43.25,42.84,43.15,4396544
9,27-Mar-17,42.69,43.2,42.58,43.08,3850321
10,24-Mar-17,43.48,43.5,42.94,43.13,5739538
11,23-Mar-17,43.13,43.61,43.0,43.14,7176360
12,22-Mar-17,42.6,43.24,42.45,43.19,6513341
13,21-Mar-17,43.33,43.4,42.46,42.64,7838436
14,20-Mar-17,43.1,43.32,42.81,43.16,6686901
15,17-Mar-17,42.57,43.3,42.37,43.08,12309652
16,16-Mar-17,42.5,42.58,42.14,42.4,3998562
17,15-Mar-17,42.29,42.57,41.89,42.39,4291806
18,14-Mar-17,42.51,42.64,41.74,42.1,5888061
19,13-Mar-17,42.87,42.96,42.45,42.59,5527468
20,10-Mar-17,43.19,43.28,42.76,42.99,4636199
21,9-Mar-17,42.66,43.0,42.45,42.92,3487918
22,8-Mar-17,42.84,43.18,42.72,42.79,4573934
23,7-Mar-17,42.8,43.2,42.71,42.89,4404707
24,6-Mar-17,42.98,43.03,42.63,42.87,6032844
25,3-Mar-17,42.7,43.04,42.58,43.03,4214435
26,2-Mar-17,42.4,42.86,42.2,42.77,4572587
27,1-Mar-17,42.31,42.52,41.99,42.43,6003750
28,28-Feb-17,42.49,42.49,41.99,42.0,6956821
29,27-Feb-17,42.89,42.89,42.35,42.64,5026742
30,24-Feb-17,42.11,43.07,41.83,43.07,6769528
31,23-Feb-17,42.37,42.67,42.16,42.53,5456296
32,22-Feb-17,42.3,42.53,42.12,42.42,4316768
33,21-Feb-17,41.93,42.56,41.9,42.43,5874724
34,17-Feb-17,41.92,42.3,41.8,41.96,5106063
35,16-Feb-17,41.87,42.31,41.7,42.15,5730802
36,15-Feb-17,41.69,41.93,41.27,41.87,7124617
37,14-Feb-17,41.18,41.63,40.94,41.62,6496404
38,13-Feb-17,40.83,41.3,40.74,41.17,6260907
39,10-Feb-17,40.82,40.86,40.56,40.58,6248231
40,9-Feb-17,40.44,41.0,40.3,40.83,6467576
41,8-Feb-17,40.18,40.99,39.92,40.88,7398987
42,7-Feb-17,40.01,40.34,39.7,40.02,7956319
43,6-Feb-17,39.64,39.83,39.34,39.74,8206410
44,3-Feb-17,39.79,39.93,39.55,39.59,7131059
45,2-Feb-17,39.4,39.84,39.02,39.58,8736786
46,1-Feb-17,39.96,40.0,39.11,39.31,8860416
47,31-Jan-17,39.7,40.01,39.45,39.78,9100057
48,30-Jan-17,40.17,40.27,39.42,39.86,11486023
49,27-Jan-17,41.0,41.2,39.92,40.27,22749197
50,26-Jan-17,42.36,42.5,41.28,41.5,11838127
51,25-Jan-17,42.36,42.44,41.66,41.71,9253596
52,24-Jan-17,41.95,42.04,41.53,41.96,6107190
53,23-Jan-17,41.86,42.11,41.25,41.62,8497050
54,20-Jan-17,41.39,41.72,41.3,41.69,6868514
55,19-Jan-17,41.25,41.68,41.03,41.27,4718177
56,18-Jan-17,41.41,41.49,41.11,41.35,4706020
57,17-Jan-17,41.6,41.71,41.2,41.27,5932904
58,13-Jan-17,41.65,41.84,41.53,41.6,3917699
59,12-Jan-17,41.28,41.61,40.92,41.56,3840529
60,11-Jan-17,41.23,41.38,40.84,41.28,4425295
61,10-Jan-17,41.4,41.55,41.07,41.08,4174906
62,9-Jan-17,41.49,41.51,41.11,41.4,3943868
63,6-Jan-17,41.24,41.64,40.79,41.45,5586404
64,5-Jan-17,41.43,41.72,41.04,41.06,6431957
65,4-Jan-17,40.35,41.03,40.04,41.0,6806386
66,3-Jan-17,40.29,40.98,40.0,40.25,8247354
67,30-Dec-16,39.96,40.07,39.34,39.47,5012053
68,29-Dec-16,39.54,40.17,39.54,39.96,3707957
69,28-Dec-16,39.76,40.03,39.53,39.57,3292367
70,27-Dec-16,39.5,40.08,39.43,39.72,2660152
71,23-Dec-16,39.82,39.87,39.48,39.58,3379149
72,22-Dec-16,40.04,40.09,39.54,39.68,5064974
73,21-Dec-16,39.84,40.74,39.82,40.09,6768561
74,20-Dec-16,39.61,39.74,39.26,39.74,3637161
75,19-Dec-16,39.4,39.8,39.11,39.44,4268583
76,16-Dec-16,39.9,39.9,39.12,39.32,9786253
77,15-Dec-16,39.8,40.29,39.35,39.54,6418929
78,14-Dec-16,39.46,39.89,39.46,39.55,4658726
79,13-Dec-16,39.55,39.74,39.39,39.43,6385892
80,12-Dec-16,39.6,39.9,39.35,39.43,4474526
81,9-Dec-16,39.7,39.79,39.38,39.65,3923741
82,8-Dec-16,39.68,40.0,39.45,39.61,6102590
83,7-Dec-16,39.08,39.46,38.8,39.45,7012032
84,6-Dec-16,39.23,39.26,38.71,38.98,5954455
85,5-Dec-16,38.85,39.34,38.65,38.99,5053862
86,2-Dec-16,38.34,38.75,38.06,38.62,6335151
87,1-Dec-16,39.56,39.68,38.18,38.34,11265567
88,30-Nov-16,40.1,40.18,39.18,39.28,8420727
89,29-Nov-16,40.07,40.36,39.79,39.89,5083663
90,28-Nov-16,40.26,40.49,39.92,39.96,4170587
91,25-Nov-16,40.4,40.56,39.99,40.26,2324478
92,23-Nov-16,40.31,40.43,39.85,40.05,5770587
93,22-Nov-16,40.99,41.1,39.95,40.33,7734699
94,21-Nov-16,40.12,40.77,40.12,40.63,6667226
95,18-Nov-16,40.08,40.57,39.91,40.08,9521525
96,17-Nov-16,39.12,40.06,38.95,39.88,9758539
97,16-Nov-16,39.05,39.21,38.71,39.07,12730896
98,15-Nov-16,39.04,39.48,38.9,38.94,16038229
99,14-Nov-16,40.4,40.4,38.45,38.81,17877790
100,11-Nov-16,40.77,40.77,39.8,40.08,10776524
101,10-Nov-16,41.9,41.9,39.58,40.45,12097577
102,9-Nov-16,40.6,41.47,40.58,41.26,9744400
103,8-Nov-16,41.42,42.15,41.09,41.58,6968107
104,7-Nov-16,41.52,41.65,41.06,41.28,7904865
105,4-Nov-16,40.3,41.48,40.3,40.9,6541343
106,3-Nov-16,41.32,41.5,40.92,41.19,6239903
107,2-Nov-16,41.43,41.57,41.08,41.35,7947621
108,1-Nov-16,41.68,42.3,41.29,41.54,9398950
109,31-Oct-16,41.78,42.0,41.36,41.66,7159986
110,28-Oct-16,41.98,41.98,41.07,41.76,11979238
111,27-Oct-16,42.55,42.57,41.62,41.69,9447256
112,26-Oct-16,43.0,43.21,42.31,42.33,10918791
113,25-Oct-16,43.66,44.07,43.0,43.31,9463932
114,24-Oct-16,44.0,44.52,43.14,43.87,19079031
115,21-Oct-16,41.85,44.24,41.84,44.15,37554668
116,20-Oct-16,40.23,40.29,39.82,40.09,13337494
117,19-Oct-16,39.97,40.47,39.84,40.24,6587733
118,18-Oct-16,40.0,40.18,39.78,39.83,5475850
119,17-Oct-16,39.24,39.62,39.16,39.48,5279515
120,14-Oct-16,39.46,39.89,39.23,39.24,6647595
121,13-Oct-16,39.39,39.4,38.75,39.2,7865587
122,12-Oct-16,39.77,39.8,39.3,39.53,7039942
123,11-Oct-16,40.03,40.11,38.96,39.19,9955667
124,10-Oct-16,40.13,40.17,39.59,39.86,6636680
125,7-Oct-16,40.42,40.42,39.62,39.88,6109946
126,6-Oct-16,40.32,40.39,39.86,40.18,6312037
127,5-Oct-16,40.95,40.95,40.4,40.44,6128205
128,4-Oct-16,41.3,41.3,40.44,40.78,5046632
129,3-Oct-16,40.87,41.2,40.16,40.59,6924977
130,30-Sep-16,40.29,41.05,40.27,40.97,8685607
131,29-Sep-16,40.91,41.3,40.36,40.39,7953014
132,28-Sep-16,41.15,41.19,40.21,40.97,6751179
133,27-Sep-16,40.04,41.23,39.49,41.06,8674079
134,26-Sep-16,39.38,40.51,39.38,40.34,9054362
135,23-Sep-16,39.6,40.5,39.6,40.07,6234613
136,22-Sep-16,40.42,40.66,40.14,40.49,5691048
137,21-Sep-16,39.86,40.39,39.7,40.29,5378400
138,20-Sep-16,40.3,40.3,39.67,39.69,5563314
139,19-Sep-16,40.24,40.46,39.75,40.01,7574483
140,16-Sep-16,40.71,40.88,40.32,40.7,11909449
141,15-Sep-16,40.31,41.14,39.87,40.83,12720951
142,14-Sep-16,39.99,40.28,39.53,39.96,13062293
143,13-Sep-16,38.62,40.33,38.41,39.86,17924853
144,12-Sep-16,37.65,38.84,37.54,38.77,8635027
145,9-Sep-16,38.75,39.02,37.91,38.01,10747079
146,8-Sep-16,38.65,39.33,38.5,39.27,12037292
147,7-Sep-16,37.33,38.58,37.26,38.56,10817701
148,6-Sep-16,37.05,37.65,37.02,37.18,6416930
149,2-Sep-16,37.01,37.12,36.3,37.07,6726906
150,1-Sep-16,37.27,37.32,36.58,36.83,10412233
151,31-Aug-16,37.0,37.24,36.84,37.15,7166276
152,30-Aug-16,37.26,37.52,36.98,37.0,6873648
153,29-Aug-16,37.61,37.65,37.27,37.29,4780712
154,26-Aug-16,37.72,37.84,37.38,37.65,4177726
155,25-Aug-16,37.5,37.57,37.25,37.51,5132089
156,24-Aug-16,37.81,37.95,37.41,37.52,5914176
157,23-Aug-16,38.42,38.43,37.8,37.86,6066416
158,22-Aug-16,37.93,38.2,37.66,38.11,10704362
159,19-Aug-16,38.02,38.18,37.9,38.09,5107878
160,18-Aug-16,38.07,38.38,37.93,38.22,3881084
161,17-Aug-16,38.41,38.46,37.88,38.14,5263987
162,16-Aug-16,38.4,38.53,38.15,38.38,6170765
163,15-Aug-16,38.55,38.65,38.34,38.46,4548206
164,12-Aug-16,38.3,38.63,38.1,38.51,6527984
165,11-Aug-16,38.19,38.49,38.1,38.46,5999407
166,10-Aug-16,38.02,38.24,37.91,38.07,5546799
167,9-Aug-16,38.03,38.14,37.88,38.1,5049127
168,8-Aug-16,38.19,38.3,37.65,37.91,6101319
169,5-Aug-16,37.55,38.15,37.55,38.1,7670438
170,4-Aug-16,36.82,37.39,36.73,37.3,7507761
171,3-Aug-16,36.59,36.74,36.28,36.58,7663836
172,2-Aug-16,37.06,37.09,36.36,36.54,5997704
173,1-Aug-16,37.43,37.44,36.9,37.06,5473949
174,29-Jul-16,37.41,37.48,36.86,37.24,6850060
175,28-Jul-16,37.4,37.68,37.1,37.22,5111331
176,27-Jul-16,37.64,37.69,37.04,37.22,8894242
177,26-Jul-16,37.78,38.27,37.6,37.69,10279223
178,25-Jul-16,37.7,38.18,37.62,37.78,16904133
179,22-Jul-16,37.3,37.59,36.43,37.42,36397318
180,21-Jul-16,40.33,40.33,39.65,40.13,13363317
181,20-Jul-16,39.44,40.45,39.12,40.05,11189094
182,19-Jul-16,38.97,39.46,38.83,39.37,8120130
183,18-Jul-16,39.13,39.22,38.73,38.92,7877439
184,15-Jul-16,40.02,40.07,38.98,39.09,8140573
185,14-Jul-16,39.69,40.07,39.4,39.96,9683504
186,13-Jul-16,38.84,39.99,38.83,39.28,12458481
187,12-Jul-16,38.47,38.91,38.24,38.79,10006323
188,11-Jul-16,37.45,38.33,37.4,38.15,10096189
189,8-Jul-16,36.78,37.46,36.66,37.36,6828882
190,7-Jul-16,35.92,36.39,35.84,36.32,7326735
191,6-Jul-16,35.94,36.17,35.72,35.93,7821280
192,5-Jul-16,36.3,36.36,35.87,36.12,5321119
193,1-Jul-16,36.6,36.67,36.25,36.35,7260381
194,30-Jun-16,35.81,36.53,35.59,36.51,9152990
195,29-Jun-16,35.69,35.9,35.29,35.77,9520385
196,28-Jun-16,34.46,35.25,34.23,35.24,12408155
197,27-Jun-16,34.74,34.76,34.0,34.2,11219538
198,24-Jun-16,35.0,35.72,34.61,35.08,17647191
199,23-Jun-16,36.27,36.66,36.05,36.66,4808720
200,22-Jun-16,36.28,36.49,35.78,36.0,9292358
201,21-Jun-16,36.8,36.8,35.95,36.16,12816091
202,20-Jun-16,37.28,37.76,36.82,36.86,7789608
203,17-Jun-16,37.03,37.18,36.63,36.97,7947873
204,16-Jun-16,36.62,37.04,36.35,36.97,6106029
205,15-Jun-16,37.16,37.22,36.78,36.84,7092048
206,14-Jun-16,36.37,37.28,36.25,37.16,10281933
207,13-Jun-16,36.5,37.11,36.5,36.54,8215970
208,10-Jun-16,36.83,37.05,36.62,36.77,7741351
209,9-Jun-16,37.48,37.57,37.11,37.13,10206706
210,8-Jun-16,37.53,37.7,37.06,37.55,8667370
211,7-Jun-16,38.07,38.48,37.52,37.57,6324422
212,6-Jun-16,38.47,38.49,37.98,38.1,5065932
213,3-Jun-16,38.44,38.59,37.81,38.33,4986042
214,2-Jun-16,38.42,38.68,38.32,38.56,4659221
215,1-Jun-16,37.81,38.48,37.71,38.31,5458457
216,31-May-16,37.96,38.03,37.5,37.79,12231362
217,27-May-16,38.0,38.34,37.92,38.09,5861961
218,26-May-16,38.71,38.74,38.0,38.07,5810489
219,25-May-16,38.87,39.06,38.51,38.76,6538850
220,24-May-16,38.28,39.0,38.28,38.92,7451890
221,23-May-16,37.68,38.23,37.39,38.07,9063326
222,20-May-16,37.79,37.95,37.49,37.53,12496632
223,19-May-16,38.81,38.88,37.31,37.65,17013326
224,18-May-16,39.18,39.36,38.5,38.98,10385191
